customerid,city,gender,senior_citizen,partner,dependents,tenure_months,contract,payment_method,monthly_charges,total_charges,churn_label,churn_score,churn_reason,churn_flag,avg_monthly_value,contract_risks,payment_risk,engagement_score,cltv,high_value
3683-QKIUE,San Francisco,Female,No,No,No,6,Month-to-month,Bank transfer (automatic),50.8,288.05,Yes,88,Competitor offered higher download speeds,1,48.00833333333333,2,0,28.4,304.79999999999995,0
4228-ZGYUW,San Francisco,Male,No,No,No,4,Month-to-month,Electronic check,90.05,368.1,Yes,98,Competitor offered more data,1,92.025,2,1,47.025,360.2,0
3519-ZKXGG,San Francisco,Female,No,Yes,No,3,Month-to-month,Electronic check,75.85,256.6,Yes,79,Competitor offered more data,1,85.53333333333335,2,1,39.425,227.54999999999998,0
6416-TVAIH,San Francisco,Male,No,Yes,No,1,Month-to-month,Electronic check,68.5,68.5,Yes,89,Competitor offered more data,1,68.5,2,1,34.75,68.5,0
5108-ADXWO,San Francisco,Male,No,No,No,11,Month-to-month,Electronic check,73.5,791.75,Yes,75,Competitor made better offer,1,71.97727272727273,2,1,42.25,808.5,0
3066-RRJIO,San Francisco,Female,No,No,No,1,Month-to-month,Mailed check,69.95,69.95,Yes,65,Competitor made better offer,1,69.95,2,0,35.475,69.95,0
6715-OFDBP,Palo Alto,Male,No,No,No,5,Month-to-month,Electronic check,70.05,346.4,Yes,84,Price too high,1,69.28,2,1,37.525,350.25,0
1567-DSCIC,San Mateo,Male,No,No,No,8,Month-to-month,Electronic check,94,773.65,Yes,71,Product dissatisfaction,1,96.70625,2,1,51,752,0
2150-UWTFY,San Mateo,Female,No,Yes,Yes,22,Month-to-month,Mailed check,61.15,1422.05,Yes,87,Service dissatisfaction,1,64.63863636363637,2,0,41.575,1345.3,0
2683-BPJSO,Byron,Male,No,Yes,No,29,Month-to-month,Electronic check,84.45,2467.1,Yes,99,Lack of self-service on Website,1,85.07241379310345,2,1,56.725,2449.05,1
2157-MXBJS,Calistoga,Male,No,Yes,No,13,One year,Mailed check,75.3,989.45,Yes,89,Network reliability,1,76.11153846153846,1,0,44.15,978.9,0
9360-AHGNL,Concord,Female,Yes,Yes,No,43,One year,Mailed check,109.55,4830.25,Yes,69,Limited range of services,1,112.3313953488372,1,0,76.275,4710.65,1
1087-UDSIH,Concord,Female,No,No,No,3,Month-to-month,Mailed check,19.6,59.75,Yes,81,Lack of affordable download/upload speed,1,19.916666666666668,2,0,11.3,58.800000000000004,0
5485-WUYWF,Crockett,Male,Yes,No,No,2,Month-to-month,Bank transfer (automatic),66.4,94.55,Yes,87,Long distance charges,1,47.275,2,0,34.2,132.8,0
2632-UCGVD,Fairfield,Male,Yes,Yes,No,66,Month-to-month,Credit card (automatic),100.05,6871.9,Yes,72,Extra data charges,1,104.11969696969696,2,0,83.025,6603.3,1
5445-PZWGX,Travis Afb,Male,No,No,No,62,One year,Electronic check,102,6529.25,Yes,87,Price too high,1,105.31048387096774,1,1,82,6324,1
9170-CCKOU,Fremont,Male,No,Yes,No,17,Month-to-month,Credit card (automatic),90.2,1454.15,Yes,91,Product dissatisfaction,1,85.53823529411765,2,0,53.6,1533.4,0
1043-YCUTE,Hayward,Male,No,Yes,No,56,Two year,Credit card (automatic),25.15,1327.15,Yes,79,Service dissatisfaction,1,23.699107142857144,0,0,40.575,1408.3999999999999,0
3814-MLAXC,Hayward,Female,No,No,No,31,Month-to-month,Credit card (automatic),79.85,2404.15,Yes,67,Lack of self-service on Website,1,77.55322580645162,2,0,55.425,2475.35,1
1226-UDFZR,Lafayette,Female,No,No,No,2,Month-to-month,Mailed check,49.6,114.7,Yes,78,Network reliability,1,57.35,2,0,25.8,99.2,0
6425-YQLLO,Pinole,Female,Yes,Yes,No,66,One year,Credit card (automatic),105.95,6975.25,Yes,86,Don't know,1,105.68560606060606,1,0,85.975,6992.7,1
5442-UTCVD,Pittsburg,Male,No,No,No,3,Month-to-month,Electronic check,91.85,257.05,Yes,91,Attitude of service provider,1,85.68333333333334,2,1,47.425,275.54999999999995,0
7734-DBOAI,Pope Valley,Female,No,Yes,Yes,1,Month-to-month,Electronic check,40.1,40.1,Yes,93,Attitude of support person,1,40.1,2,1,20.55,40.1,0
2091-RFFBA,Port Costa,Female,Yes,No,No,31,Month-to-month,Electronic check,73.9,2217.15,Yes,75,Attitude of support person,1,71.5209677419355,2,1,52.45,2290.9,1
4603-JANFB,Glencoe,Male,No,No,No,1,Month-to-month,Electronic check,69.85,69.85,Yes,97,Poor expertise of online support,1,69.85,2,1,35.425,69.85,0
2114-MGINA,Rio Vista,Female,No,No,No,14,Month-to-month,Mailed check,89.8,1129.1,Yes,81,Attitude of support person,1,80.64999999999999,2,0,51.9,1257.2,0
4489-SNOJF,Deer Park,Female,No,Yes,Yes,35,Month-to-month,Electronic check,72.25,2568.55,Yes,83,Don't know,1,73.38714285714286,2,1,53.625,2528.75,1
6899-PPEEA,Vallejo,Female,Yes,No,No,37,Month-to-month,Electronic check,96.55,3580.3,Yes,81,Attitude of service provider,1,96.76486486486488,2,1,66.775,3572.35,1
2187-LZGPL,Walnut Creek,Female,No,No,No,7,Month-to-month,Credit card (automatic),40.1,293.3,Yes,68,Attitude of service provider,1,41.9,2,0,23.55,280.7,0
4597-NUCQV,Oakland,Male,Yes,No,No,24,Month-to-month,Electronic check,101.25,2440.15,Yes,87,Attitude of support person,1,101.67291666666667,2,1,62.625,2430,1
9019-QVLZD,Oakland,Female,No,No,No,1,Month-to-month,Electronic check,79.55,79.55,Yes,81,Competitor made better offer,1,79.55,2,1,40.275,79.55,0
1455-ESIQH,Oakland,Male,No,No,No,1,Month-to-month,Electronic check,89.1,89.1,Yes,79,Moved,1,89.1,2,1,45.05,89.1,0
2979-SXESE,Berkeley,Female,No,Yes,No,17,Month-to-month,Electronic check,94.4,1607.2,Yes,66,Moved,1,94.54117647058824,2,1,55.7,1604.8000000000002,0
4013-TLDHQ,Berkeley,Male,No,No,No,19,Month-to-month,Electronic check,78.25,1490.95,Yes,72,Competitor had better devices,1,78.47105263157896,2,1,48.625,1486.75,0
3754-DXMRT,San Pablo,Male,Yes,No,No,2,Month-to-month,Electronic check,44.15,92.65,Yes,86,Competitor offered higher download speeds,1,46.325,2,1,23.075,88.3,0
7130-VTEWQ,San Rafael,Female,Yes,No,No,8,Month-to-month,Electronic check,75.75,606.25,Yes,92,Competitor offered more data,1,75.78125,2,1,41.875,606,0
6121-VZNQB,Bolinas,Female,No,No,No,1,Month-to-month,Mailed check,19.1,19.1,Yes,84,Competitor made better offer,1,19.1,2,0,10.05,19.1,0
7903-CMPEY,Corte Madera,Male,Yes,Yes,No,1,Month-to-month,Electronic check,80.3,80.3,Yes,87,Competitor had better devices,1,80.3,2,1,40.65,80.3,0
6996-KNSML,Cotati,Female,No,No,No,1,Month-to-month,Electronic check,74.9,74.9,Yes,73,Competitor had better devices,1,74.9,2,1,37.95,74.9,0
1704-NRWYE,Point Reyes Station,Female,Yes,No,No,9,Month-to-month,Electronic check,80.85,751.65,Yes,71,Competitor offered higher download speeds,1,83.51666666666667,2,1,44.925,727.65,0
2592-SEIFQ,San Anselmo,Male,No,No,No,3,Month-to-month,Electronic check,24.75,66.95,Yes,69,Competitor offered higher download speeds,1,22.316666666666666,2,1,13.875,74.25,0
7481-ATQQS,Boulder Creek,Female,Yes,No,No,49,Month-to-month,Credit card (automatic),90.85,4515.85,Yes,70,Competitor offered higher download speeds,1,92.16020408163266,2,0,69.925,4451.65,1
8642-GVWRF,Capitola,Female,No,Yes,No,2,Month-to-month,Bank transfer (automatic),79.7,165,Yes,65,Competitor offered more data,1,82.5,2,0,40.85,159.4,0
3400-ESFUW,Cupertino,Male,No,Yes,No,55,Two year,Bank transfer (automatic),57.55,3046.4,Yes,69,Competitor offered more data,1,55.38909090909091,0,0,56.275,3165.25,1
2057-ZBLPD,Los Gatos,Female,No,Yes,No,21,Month-to-month,Electronic check,86.5,1808.7,Yes,72,Competitor offered more data,1,86.12857142857143,2,1,53.75,1816.5,0
5502-RLUYV,Milpitas,Female,No,Yes,No,69,Month-to-month,Electronic check,103.95,7446.9,Yes,86,Competitor made better offer,1,107.92608695652173,2,1,86.475,7172.55,1
0023-HGHWL,Morgan Hill,Male,Yes,No,No,1,Month-to-month,Electronic check,25.1,25.1,Yes,85,Competitor made better offer,1,25.1,2,1,13.05,25.1,0
9039-RBEEE,Santa Clara,Male,No,No,No,39,Month-to-month,Credit card (automatic),48.95,1880.85,Yes,80,Price too high,1,48.22692307692307,2,0,43.975,1909.0500000000002,0
8417-FMLZI,Santa Cruz,Male,No,Yes,No,6,Month-to-month,Credit card (automatic),83.55,477.55,Yes,91,Product dissatisfaction,1,79.59166666666667,2,0,44.775,501.29999999999995,0
1792-UXAFY,San Jose,Female,Yes,No,No,17,Month-to-month,Electronic check,89.15,1496.9,Yes,89,Service dissatisfaction,1,88.0529411764706,2,1,53.075,1515.5500000000002,0
0515-YPMCW,San Jose,Male,No,No,No,1,Month-to-month,Mailed check,70.45,70.45,Yes,90,Lack of self-service on Website,1,70.45,2,0,35.725,70.45,0
0378-XSZPU,San Jose,Male,No,Yes,No,58,One year,Credit card (automatic),60.3,3563.8,Yes,88,Network reliability,1,61.4448275862069,1,0,59.15,3497.3999999999996,1
4729-XKASR,San Jose,Male,No,No,Yes,1,Month-to-month,Electronic check,24.75,24.75,Yes,96,Limited range of services,1,24.75,2,1,12.875,24.75,0
5449-FIBXJ,San Jose,Male,No,Yes,No,19,Month-to-month,Electronic check,103.3,2012.7,Yes,67,Lack of affordable download/upload speed,1,105.93157894736842,2,1,61.15,1962.7,0
9837-BMCLM,Stockton,Male,No,No,No,3,Month-to-month,Electronic check,78.5,242.05,Yes,71,Long distance charges,1,80.68333333333334,2,1,40.75,235.5,0
0137-UDEUO,Stockton,Female,No,No,No,3,Month-to-month,Mailed check,19.85,63.75,Yes,95,Extra data charges,1,21.25,2,0,11.425,59.550000000000004,0
6161-UUUTA,Stockton,Male,Yes,No,No,3,Month-to-month,Electronic check,79.9,260.9,Yes,97,Price too high,1,86.96666666666665,2,1,41.45,239.70000000000002,0
6543-XRMYR,Stockton,Female,Yes,No,No,30,Month-to-month,Electronic check,99.7,2967.35,Yes,69,Product dissatisfaction,1,98.91166666666666,2,1,64.85,2991,1
4925-LMHOK,Stockton,Male,No,No,No,15,Month-to-month,Credit card (automatic),58.6,939.7,Yes,97,Service dissatisfaction,1,62.64666666666667,2,0,36.8,879,0
1455-UGQVH,Acampo,Male,No,Yes,No,10,Month-to-month,Electronic check,98.5,1037.75,Yes,91,Lack of self-service on Website,1,103.775,2,1,54.25,985,0
8280-MQRQN,Arnold,Female,No,No,No,1,Month-to-month,Mailed check,50.45,50.45,Yes,69,Network reliability,1,50.45,2,0,25.725,50.45,0
2232-DMLXU,Van Nuys,Female,No,Yes,No,1,Month-to-month,Mailed check,55.2,55.2,Yes,81,Poor expertise of online support,1,55.2,2,0,28.1,55.2,0
8937-RDTHP,Burbank,Male,No,No,Yes,1,Month-to-month,Mailed check,84.6,84.6,Yes,66,Poor expertise of phone support,1,84.6,2,0,42.8,84.6,0
2037-SGXHH,Campo Seco,Male,No,Yes,No,38,Month-to-month,Electronic check,94.65,3624.3,Yes,71,Don't know,1,95.3763157894737,2,1,66.325,3596.7000000000003,1
3178-FESZO,Clements,Female,No,No,No,1,Month-to-month,Credit card (automatic),100.25,100.25,Yes,100,Don't know,1,100.25,2,0,50.625,100.25,0
6087-MVHJH,French Camp,Female,No,No,No,16,Month-to-month,Electronic check,88.45,1422.1,Yes,88,Don't know,1,88.88125,2,1,52.225,1415.2,0
3018-TFTSU,Hathaway Pines,Male,No,No,No,12,Month-to-month,Bank transfer (automatic),81.7,858.6,Yes,76,Poor expertise of phone support,1,71.55,2,0,46.85,980.4000000000001,0
4806-KEXQR,Lockeford,Male,No,No,No,4,Month-to-month,Electronic check,79.9,324.3,Yes,77,Competitor had better devices,1,81.075,2,1,41.95,319.6,0
7083-YNSKY,Lodi,Female,No,No,No,15,Month-to-month,Credit card (automatic),25.4,399.6,Yes,86,Competitor offered higher download speeds,1,26.64,2,0,20.2,381,0
2479-BRAMR,Murphys,Male,Yes,Yes,No,41,Month-to-month,Bank transfer (automatic),83.75,3273.55,Yes,71,Competitor offered more data,1,79.84268292682927,2,0,62.375,3433.75,1
7434-SHXLS,Wallace,Female,No,No,No,1,Month-to-month,Mailed check,20.9,20.9,Yes,82,Competitor made better offer,1,20.9,2,0,10.95,20.9,0
7908-QCBCA,Atwater,Female,No,Yes,No,1,Month-to-month,Mailed check,69.4,69.4,Yes,65,Competitor had better devices,1,69.4,2,0,35.2,69.4,0
6711-FLDFB,Big Oak Flat,Female,No,No,No,7,Month-to-month,Electronic check,74.9,541.15,Yes,68,Competitor had better devices,1,77.30714285714285,2,1,40.95,524.3000000000001,0
3714-JTVOV,Crows Landing,Female,Yes,Yes,No,42,Month-to-month,Credit card (automatic),74.15,3229.4,Yes,94,Competitor offered higher download speeds,1,76.89047619047619,2,0,58.075,3114.3,1
4702-IOQDC,Gustine,Female,No,No,No,1,Month-to-month,Electronic check,70.1,70.1,Yes,100,Competitor offered higher download speeds,1,70.1,2,1,35.55,70.1,0
6178-KFNHS,Hughson,Female,No,No,No,12,Month-to-month,Electronic check,78.3,909.25,Yes,98,Competitor offered higher download speeds,1,75.77083333333333,2,1,45.15,939.5999999999999,0
1264-BYWMS,La Grange,Male,No,No,No,55,Month-to-month,Electronic check,96.8,5283.95,Yes,82,Competitor offered more data,1,96.07181818181817,2,1,75.9,5324,1
9658-WYUFB,Lathrop,Female,No,No,No,17,Month-to-month,Electronic check,94.4,1617.5,Yes,66,Competitor offered more data,1,95.1470588235294,2,1,55.7,1604.8000000000002,0
2013-SGDXK,Mariposa,Female,No,No,No,1,Month-to-month,Electronic check,84.3,84.3,Yes,78,Competitor offered more data,1,84.3,2,1,42.65,84.3,0
8580-QVLOC,Merced,Female,Yes,Yes,No,72,Two year,Credit card (automatic),92.45,6440.25,Yes,78,Competitor made better offer,1,89.44791666666667,0,0,82.225,6656.400000000001,1
2012-NWRPA,Modesto,Female,Yes,Yes,No,11,Month-to-month,Electronic check,99.55,1131.2,Yes,71,Competitor made better offer,1,102.83636363636364,2,1,55.275,1095.05,0
8808-ELEHO,Modesto,Male,Yes,No,No,8,Month-to-month,Electronic check,81.25,585.95,Yes,72,Price too high,1,73.24375,2,1,44.625,650,0
3506-LCJDC,Modesto,Male,No,Yes,Yes,1,Month-to-month,Bank transfer (automatic),19.95,19.95,Yes,76,Product dissatisfaction,1,19.95,2,0,10.475,19.95,0
3934-HXCFZ,Pinecrest,Male,No,Yes,No,23,Month-to-month,Electronic check,99.25,2186.4,Yes,76,Service dissatisfaction,1,95.0608695652174,2,1,61.125,2282.75,1
7666-WKRON,Riverbank,Female,No,No,No,39,Two year,Electronic check,80.45,3201.55,Yes,85,Lack of self-service on Website,1,82.09102564102565,0,1,59.725,3137.55,1
4910-AQFFX,Soulsbyville,Male,No,Yes,No,9,Month-to-month,Bank transfer (automatic),79.35,661.25,Yes,93,Network reliability,1,73.47222222222223,2,0,44.175,714.15,0
2154-KVJFF,Stevinson,Female,No,No,No,15,Month-to-month,Electronic check,79.75,1111.85,Yes,65,Limited range of services,1,74.12333333333332,2,1,47.375,1196.25,0
9647-ERGBE,Turlock,Female,No,Yes,No,30,Month-to-month,Electronic check,100.05,3046.15,Yes,100,Lack of affordable download/upload speed,1,101.53833333333334,2,1,65.025,3001.5,1
3428-XZMAZ,Turlock,Male,No,No,No,1,Month-to-month,Electronic check,69.35,69.35,Yes,91,Long distance charges,1,69.35,2,1,35.175,69.35,0
0378-TOVMS,Vernalis,Female,No,No,No,3,Month-to-month,Electronic check,85.8,272.2,Yes,89,Extra data charges,1,90.73333333333333,2,1,44.4,257.4,0
4355-HBJHH,Waterford,Male,No,Yes,No,67,Two year,Electronic check,79.7,5293.4,Yes,77,Price too high,1,79.00597014925373,0,1,73.35,5339.900000000001,1
9058-CBREO,Winton,Female,Yes,No,No,1,Month-to-month,Mailed check,50.55,50.55,Yes,95,Product dissatisfaction,1,50.55,2,0,25.775,50.55,0
0318-QUUOB,Santa Rosa,Male,No,Yes,No,1,Month-to-month,Electronic check,80.55,80.55,Yes,91,Service dissatisfaction,1,80.55,2,1,40.775,80.55,0
5520-FVEWJ,Santa Rosa,Female,No,Yes,No,12,Month-to-month,Electronic check,84.5,916.9,Yes,84,Lack of self-service on Website,1,76.40833333333333,2,1,48.25,1014,0
5572-ZDXHY,Santa Rosa,Female,No,No,No,22,Month-to-month,Mailed check,84.3,1855.65,Yes,85,Network reliability,1,84.34772727272728,2,0,53.15,1854.6,0
3750-CKVKH,Clearlake Oaks,Male,No,No,No,2,Month-to-month,Electronic check,67.75,116.65,Yes,71,Don't know,1,58.325,2,1,34.875,135.5,0
8063-GBATB,Cobb,Female,Yes,No,No,27,Month-to-month,Electronic check,85.25,2287.25,Yes,80,Competitor had better devices,1,84.71296296296296,2,1,56.125,2301.75,1
1251-KRREG,North Hollywood,Male,No,No,No,2,Month-to-month,Mailed check,54.4,114.1,Yes,81,Price too high,1,57.05,2,0,28.2,108.8,0
4547-KQRTM,Eldridge,Female,No,No,No,10,Month-to-month,Bank transfer (automatic),80.05,830.7,Yes,76,Competitor offered higher download speeds,1,83.07000000000001,2,0,45.025,800.5,0
4877-EVATK,Elk,Male,No,No,No,1,Month-to-month,Mailed check,20,20,Yes,83,Competitor offered more data,1,20,2,0,10.5,20,0
7639-SUPCW,Glen Ellen,Female,No,No,No,22,Month-to-month,Credit card (automatic),48.8,1054.6,Yes,100,Competitor made better offer,1,47.93636363636363,2,0,35.4,1073.6,0
1069-XAIEM,Mendocino,Female,Yes,No,No,1,Month-to-month,Electronic check,85.05,85.05,Yes,96,Competitor had better devices,1,85.05,2,1,43.025,85.05,0
4658-HCOHW,Redwood Valley,Female,No,Yes,No,21,Month-to-month,Electronic check,102.8,2110.15,Yes,100,Competitor had better devices,1,100.48333333333333,2,1,61.9,2158.7999999999997,1
3440-JPSCL,Sonoma,Female,No,No,No,6,Month-to-month,Mailed check,99.95,547.65,Yes,87,Competitor offered higher download speeds,1,91.27499999999999,2,0,52.975,599.7,0
2889-FPWRM,Mckinleyville,Male,No,Yes,No,72,One year,Bank transfer (automatic),117.8,8684.8,Yes,100,Competitor offered higher download speeds,1,120.6222222222222,1,0,94.9,8481.6,1
6987-XQSJT,Blue Lake,Female,Yes,No,No,54,Month-to-month,Electronic check,79.5,4370.25,Yes,78,Competitor offered higher download speeds,1,80.93055555555556,2,1,66.75,4293,1
5919-TMRGD,Huntington Park,Female,No,No,Yes,1,Month-to-month,Electronic check,79.35,79.35,Yes,87,Product dissatisfaction,1,79.35,2,1,40.175,79.35,0
0643-OKLRP,Azusa,Female,Yes,Yes,No,47,Month-to-month,Electronic check,80.35,3825.85,Yes,95,Network reliability,1,81.40106382978723,2,1,63.675,3776.45,1
4290-BSXUX,Fields Landing,Male,No,Yes,No,3,Month-to-month,Bank transfer (automatic),79.65,251.75,Yes,87,Competitor offered more data,1,83.91666666666667,2,0,41.325,238.95000000000002,0
0325-XBFAC,Hoopa,Male,No,No,No,8,Month-to-month,Electronic check,94.7,740.3,Yes,94,Competitor offered more data,1,92.5375,2,1,51.35,757.6,0
2462-XIIJB,Miranda,Male,No,No,No,5,Month-to-month,Electronic check,92.5,452.7,Yes,73,Competitor offered more data,1,90.53999999999999,2,1,48.75,462.5,0
4760-XOHVN,Myers Flat,Female,No,Yes,Yes,1,Month-to-month,Mailed check,19.45,19.45,Yes,84,Competitor made better offer,1,19.45,2,0,10.225,19.45,0
7817-BOQPW,Rio Dell,Female,No,No,No,2,Month-to-month,Electronic check,75.55,166.3,Yes,77,Competitor made better offer,1,83.15,2,1,38.775,151.1,0
1853-UDXBW,Samoa,Male,No,Yes,No,1,Month-to-month,Electronic check,70,70,Yes,85,Price too high,1,70,2,1,35.5,70,0
5458-CQJTA,Smith River,Male,No,Yes,No,65,Two year,Bank transfer (automatic),74.8,4820.15,Yes,89,Product dissatisfaction,1,74.15615384615384,0,0,69.9,4862,1
5219-YIPTK,Trinidad,Female,No,Yes,No,33,Month-to-month,Electronic check,104.4,3409.6,Yes,71,Service dissatisfaction,1,103.32121212121211,2,1,68.7,3445.2000000000003,1
3540-RZJYU,Zenia,Female,No,No,No,15,Month-to-month,Electronic check,86.2,1270.2,Yes,90,Lack of self-service on Website,1,84.68,2,1,50.6,1293,0
2091-MJTFX,Auburn,Female,No,Yes,Yes,30,Month-to-month,Credit card (automatic),51.2,1561.5,Yes,79,Network reliability,1,52.05,2,0,40.6,1536,0
0883-EIBTI,Clarksburg,Female,No,No,No,2,Month-to-month,Mailed check,19.5,31.55,Yes,82,Limited range of services,1,15.775,2,0,10.75,39,0
0722-TROQR,Davis,Female,Yes,No,No,4,Month-to-month,Electronic check,74.9,321.75,Yes,78,Lack of affordable download/upload speed,1,80.4375,2,1,39.45,299.6,0
7571-YXDAD,Davis,Female,No,No,No,2,Month-to-month,Credit card (automatic),74.9,147.15,Yes,93,Long distance charges,1,73.575,2,0,38.45,149.8,0
3393-FMZPV,Elverta,Female,No,No,No,25,Month-to-month,Electronic check,100.25,2387.75,Yes,74,Extra data charges,1,95.51,2,1,62.625,2506.25,1
6402-ZFPPI,Fair Oaks,Female,Yes,No,No,25,Month-to-month,Mailed check,102.8,2660.2,Yes,94,Price too high,1,106.40799999999999,2,0,63.9,2570,1
7486-KSRVI,Folsom,Male,No,No,No,43,One year,Electronic check,100,4211.55,Yes,93,Product dissatisfaction,1,97.94302325581396,1,1,71.5,4300,1
8443-WVPSS,Galt,Male,No,Yes,No,10,Month-to-month,Electronic check,99.85,990.9,Yes,69,Service dissatisfaction,1,99.09,2,1,54.925,998.5,0
3006-XIMLN,Garden Valley,Female,No,No,No,2,Month-to-month,Bank transfer (automatic),94.2,193.8,Yes,79,Lack of self-service on Website,1,96.9,2,0,48.1,188.4,0
9965-YOKZB,Grizzly Flats,Male,Yes,No,No,9,Month-to-month,Electronic check,83.85,790.15,Yes,71,Network reliability,1,87.79444444444444,2,1,46.425,754.65,0
0504-HHAPI,Guinda,Female,Yes,No,No,27,Month-to-month,Credit card (automatic),88.3,2467.75,Yes,96,Don't know,1,91.39814814814815,2,0,57.65,2384.1,1
6305-YLBMM,Hood,Male,No,No,No,69,One year,Bank transfer (automatic),104.05,7262,Yes,100,Attitude of service provider,1,105.2463768115942,1,0,86.525,7179.45,1
3647-GMGDH,Jackson,Male,No,Yes,No,22,Month-to-month,Credit card (automatic),94.7,1914.9,Yes,72,Attitude of support person,1,87.0409090909091,2,0,58.35,2083.4,1
3791-LGQCY,Loomis,Female,Yes,Yes,No,56,Month-to-month,Bank transfer (automatic),100.65,5688.05,Yes,85,Attitude of support person,1,101.57232142857143,2,0,78.325,5636.400000000001,1
8166-ZZTFS,Roseville,Female,Yes,Yes,No,66,Two year,Bank transfer (automatic),80.55,5265.1,Yes,94,Attitude of support person,1,79.77424242424243,0,0,73.275,5316.3,1
2956-GGUCQ,Pioneer,Male,Yes,Yes,No,24,Month-to-month,Electronic check,78.85,1772.25,Yes,65,Attitude of service provider,1,73.84375,2,1,51.425,1892.3999999999999,0
6595-COKXZ,Plymouth,Female,No,No,No,1,Month-to-month,Mailed check,44.45,44.45,Yes,65,Attitude of service provider,1,44.45,2,0,22.725,44.45,0
0094-OIFMO,North Hollywood,Female,Yes,No,Yes,11,Month-to-month,Electronic check,95,1120.3,Yes,85,Product dissatisfaction,1,101.84545454545454,2,1,53,1045,0
0362-ZBZWJ,Thornton,Male,No,No,No,36,Month-to-month,Electronic check,84.9,3067.2,Yes,69,Attitude of service provider,1,85.19999999999999,2,1,60.45,3056.4,1
4211-MMAZN,Vacaville,Male,No,No,No,1,Month-to-month,Mailed check,20.25,20.25,Yes,89,Attitude of support person,1,20.25,2,0,10.625,20.25,0
4274-OWWYO,Walnut Grove,Male,No,No,No,1,Month-to-month,Electronic check,74.35,74.35,Yes,66,Deceased,1,74.35,2,1,37.675,74.35,0
1541-ETJZO,Wheatland,Male,No,No,No,1,Month-to-month,Mailed check,62.05,62.05,Yes,86,Moved,1,62.05,2,0,31.525,62.05,0
4106-HADHQ,Emigrant Gap,Male,No,Yes,No,39,One year,Credit card (automatic),80,3182.95,Yes,76,Moved,1,81.61410256410257,1,0,59.5,3120,1
2369-UAPKZ,Meadow Vista,Male,No,No,No,5,Month-to-month,Mailed check,104.1,541.9,Yes,76,Moved,1,108.38,2,0,54.55,520.5,0
2778-OCLGR,Soda Springs,Male,Yes,Yes,No,24,Month-to-month,Bank transfer (automatic),39.1,971.3,Yes,89,Competitor had better devices,1,40.47083333333333,2,0,31.55,938.4000000000001,0
0637-KVDLV,Elk Grove,Male,No,No,No,2,Month-to-month,Electronic check,76.5,162.45,Yes,80,Don't know,1,81.225,2,1,39.25,153,0
6633-MPWBS,Woodland,Male,No,No,No,5,Month-to-month,Electronic check,49.2,216.9,Yes,73,Competitor offered more data,1,43.38,2,1,27.1,246,0
8785-EPNCG,Sacramento,Male,No,No,No,11,Month-to-month,Credit card (automatic),23.15,245.2,Yes,65,Competitor made better offer,1,22.29090909090909,2,0,17.075,254.64999999999998,0
5729-KLZAR,Sacramento,Female,No,Yes,No,4,Month-to-month,Electronic check,80.85,302.75,Yes,73,Competitor had better devices,1,75.6875,2,1,42.425,323.4,0
1582-RAFML,Sacramento,Male,No,No,No,1,Month-to-month,Mailed check,60.1,60.1,Yes,88,Competitor had better devices,1,60.1,2,0,30.55,60.1,0
9191-MYQKX,Lynwood,Female,No,Yes,Yes,7,Month-to-month,Bank transfer (automatic),75.15,496.9,Yes,70,Service dissatisfaction,1,70.98571428571428,2,0,41.075,526.0500000000001,0
8740-CRYFY,Sacramento,Male,No,No,No,1,Month-to-month,Electronic check,78.95,78.95,Yes,75,Competitor offered higher download speeds,1,78.95,2,1,39.975,78.95,0
2962-XPMCQ,Sacramento,Male,No,No,No,2,Month-to-month,Electronic check,45.15,98.5,Yes,81,Competitor offered higher download speeds,1,49.25,2,1,23.575,90.3,0
1678-FYZOW,Sacramento,Female,No,No,No,3,Month-to-month,Electronic check,79.4,244.65,Yes,97,Competitor offered higher download speeds,1,81.55,2,1,41.2,238.20000000000002,0
8627-EHGIP,Sacramento,Male,No,No,No,44,One year,Mailed check,53.95,2375.4,Yes,100,Competitor offered more data,1,53.98636363636364,1,0,48.975,2373.8,1
5480-TBGPH,Sacramento,Female,No,Yes,No,24,Month-to-month,Credit card (automatic),99.3,2431.35,Yes,69,Competitor offered more data,1,101.30624999999999,2,0,61.65,2383.2,1
8854-CCVSQ,Browns Valley,Male,No,No,No,18,Month-to-month,Electronic check,80.65,1451.9,Yes,95,Competitor offered more data,1,80.66111111111111,2,1,49.325,1451.7,0
0511-JTEOY,Canyon Dam,Female,No,No,No,1,Month-to-month,Mailed check,71.1,71.1,Yes,98,Competitor made better offer,1,71.1,2,0,36.05,71.1,0
7067-KSAZT,Chico,Female,Yes,Yes,No,65,One year,Electronic check,106.25,6979.8,Yes,69,Competitor made better offer,1,107.38153846153847,1,1,85.625,6906.25,1
6532-YLWSI,Crescent Mills,Female,No,Yes,No,53,One year,Bank transfer (automatic),20.8,1021.8,Yes,78,Price too high,1,19.279245283018867,1,0,36.9,1102.4,0
9300-AGZNL,Elk Creek,Male,Yes,No,No,1,Month-to-month,Electronic check,94,94,Yes,67,Product dissatisfaction,1,94,2,1,47.5,94,0
1112-CUNAO,Grimes,Female,Yes,No,No,15,Month-to-month,Electronic check,89.85,1424.95,Yes,99,Service dissatisfaction,1,94.99666666666667,2,1,52.425,1347.75,0
